category,transformed text
4,us blogger fire airlin us airlin attend suspend inappropri imag blog web diari say fire ellen simonetti know queen sky write anonym account life sky suspend delta septemb statement say initi legal action airlin wrong termin delta spokesperson confirm wednesday ms simonetti longer employe delta repeatedli declin elabor call intern employe matter spokesperson reiter posit wednesday confirm ms simonetti longer compani spokesperson also confirm clear rule attach unauthoris use delta brand includ uniform ms simonetti announc blog fire 1 novemb say offici statement result suspens subsequ termin without caus delta airlin move forward file discrimin complaint feder govern eeoc us equal employ opportun commiss add also hire law firm initi legal action wrong termin defam charact lose futur wage ms simonetti tell bbc news websit receiv warn explan suspend 25 septemb queen sky receiv lot support advic global blog commun sinc news suspens bring light bbc news websit other stori highlight concern amongst grow blog commun conflict interest employ law free speech person websit blog start januari way get mother death contain mix fiction account queen sky develop month charact right accord ms simonetti post make fiction name citi compani mention protect anonym post contain imag uniform 10 imag one show ms simonetti flight wing remov soon inform suspens never mean someth harm compani understand think harm ms simonetti say legal expert us specul delta might concern fiction content blog may link back airlin imag post delta hit recent pressur rise fuel cost fierc competit say need cut 6 000 7 000 job reduc cost 5bn year analyst warn recent airlin might seek chapter 11 bankruptci prevent last week strike 1bn deal pilot could save bankruptci deal would see pilot accept 32 pay cut return right buy 30 million delta share union say monday negoti deal defer 135m debt due next year airlin also say agre term 600m loan american express
0,fbi agent collud analyst former fbi agent internet stock picker find guilti use confidenti us govern inform manipul stock price new york court rule former fbi man jeffrey royer 41 fee damag inform anthoni elgindi mr elgindi drive share price lower spread neg public via newslett analyst would extort money target return stop attack prosecutor say guis protect investor fraud royer elgindi use fbi tool resourc actual defraud public say us attorney roslynn mauskopf mr royer convict racket secur fraud obstruct justic wit tamper mr elgindi convict racket secur fraud extort charg carri sentenc 20 year guilti verdict announc juri foreman mr elgindi drop face hand sob associ press news agenc report lead weep court room us marshal ap say defens lawyer contend mr royer fee inform mr elgindi anoth trader attempt expos corpor fraud mr elgindi team claim also fight corpor wrongdo elgindi convict mark end public charad crusad fraud market say ms mauskopf one bizarr aspect trial focu claim mr elgindi may foreknowledg 11 septemb terrorist attack new york washington mr elgindi tri sell stock prior attack predict slump market charg bring relat alleg
3,itali aim rattl england itali coach john kirwan believ side upset england six nation wooden spoon battl hot two side without win meet 12 march twickenham kirwan say side hop make england current slump make sure england franc game tough england best championship big one us sure player rise occas say kirwan admit lot hard work need kicker trip london roland de marigni luciano orquera miser time boot dire defeat scotland chri paterson steal show give host victori kirwan say kick decis factor scotland cost us could go kick next time lot confid player posit put everyth togeth england england meanwhil lick wind rue might two decis refere jonathan kaplan go second half dublin first mark cueto judg offsid chase charli hodgson kick kaplan opt call upon video evid see josh lewsey touch drive ireland line centr jami noon believ side least show better form previou two defeat definit improv irish side say go dublin quietli confid would abl compet think show get make sure take form posit itali game illus go easi definit need win england equal low four success championship defeat includ franc pari last season lose four row andi robinson predecessor sir clive woodward begin reign three defeat two draw
2,guantanamo man sue govern british terror suspect hold guantanamo bay 33 month plan sue govern report martin mubanga claim observ mi6 offic play key role consign us camp cuba follow arrest zambia mr mubanga 32 wembley london say brutal interrog daub urin camp home secretari say would launch investig media report well inform mr mubanga dual british zambian nation one four briton releas us camp januari say send interrog british man say mi6 shortli arrest zambia march mr mubanga say afghanistan pakistan studi islam say unabl return uk lose british passport travel zambian passport instead mr mubanga say mi6 agent tell passport find cave afghanistan along document list jewish group new york suggest reconnaiss mission mr mubanga say man american femal defenc offici tri recruit agent refus within three week tell would send guantanamo bay lawyer louis christian say hop issu proceed misfeas offici collud american effect kidnap take guantanamo menzi campbel liber democrat foreign affair spokesman say vital establish whether minist approv mr mubanga transfer guantanamo foreign offic spokesman say could comment activ british intellig secur agenc home secretari charl clark tell bbc one breakfast frost organis specif investig mr mubanga first four detaine free last month give media interview tell observ worst moment tell would releas last march confin tell would mani year claim strip cloth mattress forc remain empti metal box nake except boxer short say interrog use mop daub urin chain hand foot mr mubanga insist feel bitter say lose three year life muslim ad author want break strengthen make even quit sure yet person us govern deni claim say condemn prohibit tortur statement say depart defens doubt mr mubanga properli detain enemi combat law war detain prevent fight us alli war terror fair trial abroad director stephen jakobi say similar mr mubanga account guantanamo detaine say pattern real problem concentr camp condit guantanamo charl clark realli pretend make mr mubanga three free british detaine releas without charg uk polic return cuba
0,us rule yuko refug call yuko say us bankruptci court decid whether block russia impend auction main product arm thursday russian oil firm file bankruptci protect us attempt halt forc sale howev judg letitia clark say hear would continu thursday argument case would hear russian author due auction yuganskneftega 19 decemb pay huge tax bill send yuko russian prosecutor forc sale firm lucr asset yuganskneftega help pay 27bn back tax bill claim owe yuko file bankruptci protect us last resort preserv right sharehold employe custom say yuko chief execut steven theed compani add opt take action american court us bankruptci law give worldwid jurisdict debtor compani properti seek judiciari protect valu sharehold invest howev firm base russia signific us asset lawyer unsur outcom case stop 60 bodi cut sunday zack clement lawyer yuko tell judg clark emerg hear houston texa wednesday well bid get chapter 11 bankruptci protect firm creditor allow continu trade restructur financ group also make claim damag russian govern yuko ask houston court order russia arbitr press claim billion dollar damag campaign illeg discriminatori disproportion tax claim mr clement say russian law russian govern oblig enter arbitr set intern law add open bid firm yuganskneftga unit 8bn less half 20bn yuko advis say worth believ signific bidder auction sunday gazprom say refer russia natur ga giant yuko maintain forc auction illeg caus compani suffer immedi irrepar harm mani comment believ russian govern aggress pursuit yuko respons polit ambit former chief execut mikhail khodorkovski mr khodorkovski fund liber opposit group arrest octob last year fraud tax evas charg still jail analyst believ product unit auction like buy firm like gazprom effect bring larg chunk russia lucr oil ga industri back state control
4,hotspot user gain free net call peopl use wireless net hotspot soon abl make free phone call well surf net wireless provid broadreach net telephoni firm skype roll servic 350 hotspot around uk week user need skype account download free abl make net call via without pay net access skype allow peopl make free call skype user user system also make call landlin mobil fee system gain popular 28 million user around world pay servic dub skype far attract 940 000 user plan add pay servic forthcom launch video conferenc voic mail skype servic would allow user receiv phone call landlin mobil softwar develop connectotel unveil softwar expand sm function skype allow user send text messag mobil phone servic broadreach network around two million user hotspot place virgin megastor travelodg chain hotel london major rail termin compani due launch virgin train later year skype success spread world internet telephoni delight offer free access skype user hotspot comment broadreach chief execut magnu
0,qwest may spark mci bid war us phone compani qwest say tabl new offer mci lose larger rival verizon set scene possibl bid war mci accept buyout telecom giant verizon monday reject higher offer qwest qwest chairman richard notebaert send letter mci board thursday say plan submit new offer examin verizon bid formerli know worldcom mci corpor phone firm snap mci would give buyer access global telecommun network larg number subscrib share mci 4 electron trade close new york market qwest say wednesday mci reject deal worth 8bn would like advis complet review verizon merger agreement intend submit modifi offer acquir mci letter qwest say verizon offer make cash share dividend number investor say undervalu mci verizon plan swap share cash mci share well offer special dividend share compani board back deal regul still need give approv well tri lure investor promis better return qwest also reckon offer face less regulatori scrutini verizon takeov would fifth telecom deal sinc octob compani look cut cost boost client base earlier month sbc commun agre buy former parent phone trailblaz 16bn may concern cash howev especi mci emerg bankruptci protect last april verizon far bigger qwest fewer debt build success mobil divis also mci trade name worldcom becom biggest corpor bankruptci us histori admit illeg book expens inflat profit former worldcom boss berni ebber current stand trial accus overse 11bn fraud qwest meanwhil pay secur exchang commiss 250m octob settl charg massag earn keep wall street happi
3,greek pair attend drug hear greek sprinter kosta kenteri katerina thanou appear independ tribun decid ban stand give provision suspens athlet rule bodi iaaf decemb fail take drug test athen olymp pair arriv former coach christo tzeko give evid hellen olymp committe offic decis expect announc end februari whatev rule parti right appeal court arbitr sport yianni papadoyiannaki head greek olymp team athen game last year also testifi tribun along greek sport offici athlet believ tribun reach decis uphold stand institut say papadoyiannaki whatev athlet must forget offer us great moment kenteri win 200m gold 2000 sydney olymp thanou win silver 100m withdraw athen game last august miss drug test eve open ceremoni pair spend four day hospit claim injur motorcycl crash tribun assembl hellen associ amateur athlet also examin alleg kenteri thanou avoid test tel aviv chicago game tzeko also ban two year iaaf face charg assist use prohibit substanc tamper dope inspect process three repeatedli deni alleg also charg greek prosecutor face trial charg trial date set impos suspens duo 22 decemb iaaf describ explan miss test unaccept kenteri lawyer gregori ioannidi tell bbc sport earlier week confid sprinter would clear charg fail give inform locat refus submit test refut charg unsubstanti illog say certain breach correct applic rule behalf sport author offici procedur breach also violat client right also evid prove fact client persecut
0,gm pay 2bn evad fiat buyout gener motor us pay fiat euro 2bn get deal could forc buy italian car maker outright fiat sell gm stake 2000 part partnership agreement fiat heavi loss convinc gm whose european oper red back away mean two firm unwind joint ventur fiat keep suppli diesel engin money allow reduc debt fiat share milan stock exchang rise 0900 gmt euro shoot 7 earli trade absolut freedom design futur say fiat chief execut sergio marchionn analyst say fiat seem well deal although predict expect 2bn euro fiat get 1bn euro immedi anoth 550m follow within 90 day firm itali largest privat employ failur reach agreement could sever consequ thousand worker italian economi part gm keen ward critic deal mistak need scale europ get cost abl work fiat say gm chief execut rick wagon allianc come 2000 altern sell fiat outright car firm daimlerchrysl buy firm fiat patriarch gianni agnelli want give control instead gm swap 6 stake 20 fiat give fiat put option sell gm rest car maker januari 2004 juli despit allianc fiat fail put back track continu lose money market share result look better better italian much wors gm struggl european marqu opel saab relationship sour fiat sell half financ arm recapitalis 2003 halv gm stake 10
2,attack slurri euro mp robert bucket farm slurri throw protest manchest uk independ parti member arriv bbc radio show attack emerg behind bush fellow guest ruth kelli mp also hit slurri mr say man later disappear claim name islam januari mr quit bbc one show remark make arab call suicid bomber mr alreadi take air bbc boss comment also describ arab women repressor remark prompt outrag among muslim group slurri attack take place friday mr ms kelli cabinet offic minist bolton west mp arriv manchest high school girl record bbc radio 4 question polic call attack disappear time offic arriv treat incid assault programm host jonathan dimblebi later tell audienc mep cover head toe mr still abl appear appear show loan chang cloth tell report angri plan press charg attack catch say man shout offend religion name islam start turn round guy tip bucket farmyard muck throw rest car mr say total cover cloth stink high heaven go insid car splatter ruth kelli bbc spokesman say take seat jonathan dimblebi introduc show fortun someon school chang cloth let greater manchest polic say peopl near mr also hit wast offic take statement scene arrest make polic say suspect run toward wilmslow road commit offenc believ drive red vauxhal corsa earlier suspect describ white age 30 40 ginger beard polic want hear anyon inform mr mep east midland resign uk independ parti whip european parliament octob criticis ukip state ambit leader howev remain member parti say friday hop elect parti leader christma think suffici time us put process necessari time us fight signific impact upon gener elect ukip spokesman say would imposs parti constitut requir 70 day leadership ballot take place
1,oscar steer clear controversi oscar nomin list leav controversi film past year favour safer less contenti cinema best film nomine draw basi column inch two would michael moor documentari fahrenheit mel gibson passion christ film polaris opinion critic talk public turn see fahrenheit break us box offic record documentari passion christ make us 370m us alon year academi award shi away big name controversi passion christ film accus receiv nomin minor categori cinematographi makeup music score fahrenheit also overlook despit win palm cann intern film festiv moor caustic documentari may affect distributor decis enter best pictur categori rather best documentari say tim dam news editor trade magazin screen intern also believ strong polit viewpoint moor film sit well academi look past oscar winner nomine conserv oscar voter tend go conserv pictur fahrenheit realli fit categori tend go film like titan gladiat lord ring film scale often contenti say say oscar vote panel snub moor film think unlik documentari could ever serious compet best film categori think misjudg peopl put rather deliber snub say problem mel gibson film believ vote panel may cautiou nomin film dialogu arama ancient middl eastern languag hollywood tend like film ever tri film dead languag say asid two film potenti contenti pictur win nomin german film downfal biopic trace final day nazi leader adolf hitler berlin bunker recognis best foreign film categori film caus controversi show hitler fallibl human man rather histor monster mr dam say inflammatori film well germani film portray hitler human rather kind devil monster anoth contenti film mr dam say gain nomin best documentari section forc charm independ morgan spurlock may forc giant mcdonald withdraw super size portion us go diet eat noth mcdonald meal film progress film hit around world mr dam say polit film quit fun punki morgan spurlock realli likeabl guy access film beat head view fahrenheit moment comedi think way super size put togeth fact likeabl film mean win charm dam pick year oscar aviat martin scorses biopic aviat pioneer hollywood player howard hugh tinseltown seem like noth pictur one
3,celtic make late bid bellami newcastl striker craig bellami discuss possibl loan move celtic bbc sport understand welsh striker reject move birmingham fall magpi manag graem souness toon boss vow bellami would play bitter row exclus game arsen celtic posit match birmingham offer stay end season could suit bellami consid futur accord bellami agent player dismiss perman move birmingham unlik newcastl would allow player go loan anoth premiership club bellami fin two week wag live tv interview accus souness lie follow public disput posit bellami play side souness say play ever disrupt influenc minut walk footbal club go televis accus tell lie chairman freddi shepherd describ bellami behaviour total unaccept total unprofession
0,share rise new man utd offer share manchest unit close monday follow new offer us tycoon malcolm glazer board footbal club expect meet earli week discuss latest propos valu club manchest unit reveal sunday receiv detail propos mr glazer look set receiv seriou scrutini club previous reject mr glazer approach hand senior sourc club tell bbc time differ support group sharehold unit howev urg club reject new deal spokesman sharehold unit say see differ compar mr glazer previou propos less debt bring money club use money buy mr glazer latest move lead mr glazer two son avi joel accord financi time propos receiv david gill unit chief execut end last week pitch 300p share david cum head uk equiti standard life invest say believ well fund 300p share bid would enough mr glazer take control club think anyth manchest unit fan tell bbc complain curtain may want go get us tycoon woo club last 12 month approach unit board detail propos confirm mr glazer tampa bay buccan team hop lead formal bid accept believ increas amount equiti new propos though clear much propos succeed need support unit largest sharehold irish horserac tycoon jp mcmanu john magnier 29 unit cubic express invest vehicl mr glazer famili hold stake yet know whether mr mcmanu mr magnier would support glazer bid nm rothschild invest bank advis mr glazer accord financi time previou advis jpmorgan quit last year mr glazer go ahead vote appoint three unit director board advic ft say think jp morgan may still role financ mr glazer latest financi propos
2,blunkett tell love pain david blunkett speak love marri publish kimberli quinn first time home secretari describ affect friend person life say great believ person respons mr blunkett take legal action gain access mr quinn son deni mr blunkett interview bbc radio sheffield make alleg visa mr quinn nanni alleg deni investig sir alan budd mr blunkett talk fell love resist desir go public appar refer court action gain access son say great believ respons consequ even pain mr blunkett tell bbc radio sheffield fell love someon go public thing start go badli wrong summer news world pick stori tri three year make someth work speak intend even biographi write ensur littl possibl bbc polit correspond carol walker say time broadcast unlik help effort show concentr get job home secretari shadow home secretari david davi say mr blunkett quit find influenc visa process even indirectli report claim mr blunkett chair meet discuss delay visa system learn nanni leoncia casalm wait home offic say would sir alan inquiri decid meet relev home offic minist fiona mactaggart say hop mr blunkett would surviv job work everi day alway surpris focu job hand work deal thing say tell bbc one breakfast frost programm realli job hope surviv
0,lufthansa fli back profit german airlin lufthansa return profit 2004 post huge loss preliminari report airlin announc net profit 400m euro compar loss 984m euro oper profit 380m euro ten time lufthansa hit 2003 tough competit dip demand follow iraq war killer sar viru also hit troubl us cater busi last year lufthansa show sign recoveri even european us airlin teeter brink bankruptci board lufthansa recommend pay 2004 dividend euro per share 2003 sharehold get dividend compani say give detail 2004 result 23 march
1,appleg chariti show close us music sweet chariti cancel run broadway poor ticket sale earli show star christina appleg pull perform earlier month break foot produc barri weissler say deepli proud show say decis close pain fiscal respons appleg star tv comedi marri children hop make broadway debut show injur perform chicago hop recov time offici new york open 21 april receiv mix review perform minneapoli chicago preview show due begin 4 april sweet chariti tell stori chariti hope valentin dancer alway fall love wrong man first perform broadway 1966 gwen verdon titl role shirley maclain star 1969 film version
0,lse doubt boost bidder share share deutsch boers rise 3 sharehold fund voic opposit firm plan takeov london stock exchang tci claim repres owner 5 deutsch boers db share complain offer lse high opposit tci fuel specul propos takeov could fail rival exchang oper euronext also say may bid lse euronext oper pari amsterdam brussel lisbon bours deutsch boers run frankfurt exchang bbc news speak number analyst monday morn sharehold worri deutsch boers bid lse although none prepar speak record think unlik tci opposit would halt deal obvious wait see think make much differ deutsch boers appear commit say one broker forecast takeov bid would succeed concern see improv daili run lse voic opposit plan takeov tci say would prefer see deutsch boers return 500m sharehold deutsch boers prepar pay lse exceed potenti benefit acquisit say tci anoth deutsch boers sharehold monday also appear back tci call anoth investor deutsch boers support view payout sharehold would prefer deutsch boers overpay lse reuter news agenc report prefer sensibl entrepreneuri solut price high say rolf dress spokesman union invest achiev would wish distribut liquid asset sharehold financi time also report third deutsch boers sharehold oppos deal quot spokesman hedg fund atticu capit complain plan takeov appear motiv rather best interest sharehold tci call deutsch boers hold emerg gener meet discuss bid lse yet german busi law db gain sharehold approv make signific acquisit deutsch boers say tci opposit would chang bid approach deutsch boers convinc contempl cash acquisit london stock exchang best interest sharehold compani say db share euro 1030 gmt highest gainer frankfurt
0,us insur marsh cut 2 500 job 2 500 job go us insur broker marsh mclennan shake follow loss insur say cut part drive aim save million dollar marsh post 676m loss last three month 2004 375m profit year blame 850m payout settl lawsuit bring new york attorney gener elliot spitzer settlement announc januari marsh take charg 618m quarter top 232m charg previou quarter clearli 2004 difficult year mmc financi histori marsh chief execut michael cherkaski say ongo restructur drive group also lead 337m hit fourth quarter world biggest insur say analyst expect latest round cut focu brokerag unit employ 40 000 staff latest layoff take total number job go firm 5 500 expect lead annual save 375m part effort cut cost compani say halv dividend payment 17 cent share 34 cent move enabl save 360m look ahead mr cherkaski forecast profit growth year ahead oper margin opportun margin expans meanwhil compani also announc would mmc capit privat equiti unit manag 3bn trident fund oper group employe marsh say move would take place say sign letter intent insur hit headlin octob last year face accus price rig new york attorney gener elliot spitzer sue compani accus receiv illeg payment steer client select firm well rig bid fix price januari marsh agre pay 850m settl suit figur line placement fee collect 2003 agre chang busi practic februari former senior execut plead guilti crimin charg probe fraud insur industri januari former senior vice presid also plead guilti crimin charg relat investig effort reform busi practis marsh say alreadi introduc new leadership new complianc procedur new way deal custom result readi put matter behind us move ahead 2005 restor trust client place us rebuild sharehold valu mr cherkaski say
0,european loss hit gm profit gener motor gm saw net profit fall 37 last quarter 2004 continu hit loss european oper us giant earn 630m period 1bn fourth quarter gm revenu rise year earlier loss gener motor europ total 345m 66m period gm main european brand opel vauxhal exclud special item gm global incom continu oper total 569m quarter 838m year earlier result line wall street expect share gm rise 1 trade whole 2004 gm earn 2003 annual revenu rise 193bn gm say profit also hit higher healthcar cost us gm report solid overal result 2004 despit challeng competit condit mani market around globe gm chairman chief execut rick wagon say statement compani recent announc expect profit 2005 lower 2004
3,prop jone readi hard graft adam jone say wale forward determin set perfect attack platform back domin power franc pack pari prop say get stuff front five back mental french scrum scrum scrum see good franc scrum key hope back carri leav itali us forward win ball give opportun wale win two last three visit stade de franc secur win graham henri 1999 like shane william gavin henson find top form right time mike ruddock team one intern rugbi potent attack threat gavin ridicul talent bounc around place week warn jone franc criticis uncharacterist play victori scotland franc captain fabien pelou acknowledg side need show attack flair stress game win lose front lock believ welsh forward big enough troubl side scrum jone insist fellow colleagu noth fear gethin jenkin win intimid tomorrow none us say jone face franc first time go front hope get ball back gethin quit young good someon mefin experi mefin good thinker put thing across say good enough old enough gethin certainli realli good player imagin lion tour new zealand summer
2,opposit grow hous arrest conserv express seriou misgiv govern plan keep uk foreign terror suspect hous arrest michael howard say would back home secretari plan control order includ home detent believ anyon depriv liberti say politician say lib dem also oppos propos minist insist proportion terror threat govern propos idea ring new power law lord say current detent without trial break human right law new metropolitan polic commission sir ian blair back control order say sorri dilemma one choic mr howard say seriou misgiv effect protect life consequ british way life argu peopl accus terrorist offenc bring trial hold prison home await trial mr howard say fear intern without trial creat martyr could effect recruit sergeant terrorist parti plan move amend seriou organis crime polic bill next week would give judg respons assess evid ensur balanc case present court call prime minist enter construct discuss parti find better way forward controversi issu continu foreign terror suspect hold uk without trial charg sinc decemb 2001 free jail home secretari charl clark say enough evid keep egyptian man know c certifi terrorist suspect monday legal team two algerian suspect hold without trial tell court men want bail mean put hous arrest terror suspect detain belmarsh prison london liber democrat say also oppos hous arrest question human right implic measur home affair spokesman mark oaten tell bbc radio 4 today programm matter principl us situat home secretari abl impos hous detent uk nation well foreign nation lib dem believ home secretari allow phone tap evid prosecut think could role form control order tag surveil limit use mobil phone home secretari say must proper judici process judg involv make decis say mr oaten mr clark reject idea say intercept evid small part case terror suspect could put live intellig sourc risk say prosecut govern first prefer promis power would use seriou case independ scrutini judg
1,redford vision sundanc despit sport corduroy cap pull low face plu pair dark glass robert redford cut unmistak figur crowd sundanc rare downtown appear man start annual festiv park citi utah back 1980 year sundanc continu grow 45 000 peopl estim descend small ski town noth movi mind opportun meet make deal redford want sundanc platform independ commerci success mani showcas film lead critic festiv becom mainstream smaller festiv like slamdanc xdanc take place week park citi compet sundanc limelight redford worri merrier say point creat opportun peopl may independ film place work could see suddenli merchant come celebr come paparazzi suddenli begin take whole new tone explain redford peopl start say go mainstream hollywood actual hollywood come us suddenli good busi independ film add intern alway celebr 2005 first year dedic world dramat documentari competit hold redford want festiv encompass viewpoint believ american media fail reflect particularli us perceiv intern never hide fact democrat reserv particular disdain current republican administr abil maintain import dissent democrat system right threat attitud administr say think mani voic shut accus unpatriot want express anoth point view unhealthi danger take polici world victim consequ sundanc one big screen discuss panel q session director tackl controversi topic like america cultur war iraq war redford wish festiv forum dissent profil audienc fairli monolith educ middl class predominantli white american come sundanc view end polit spectrum social liber redford know start sundanc tv channel effort reach wider audienc look film present much egalitarian good film good african america asian women gay lesbian sooner later away stereotyp label peopl say film
3,blackburn v burnley ewood park tuesday 1 march 2000 gmt howard webb south yorkshir home leicest defend andi todd suspend could replac domin matteo recov hamstr injuri burnley major injuri concern frank sinclair john mcgreal michael duff look set continu john oster midfield micah hyde expect recov knee injuri blackburn boss mark hugh burnley resolut individu talent fulli expect us progress think comfort first game never think pressur competit want progress okay beat burnley home tie anoth lower leagu club leicest burnley boss steve cotteril fresh tire honest opinion lad might abl get one big game atmospher last game hot good verbal contest fan need whip game want help us much posit way key match stat blackburn rover bolton part two east lancashir hotpot turn spici first stag sunday lunchtim weekend last result scrappi goalless draw rover aim win cup seventh time histori first time 77 year face anoth replay championship opposit eventu dispos cardiff ewood park third round beat competit club outsid premiership nine year sinc ipswich second tier defeat extra time third round replay ewood park 16 januari histori rover side last meet near neighbour fa cup 45 year ago also requir ewood park replay home side win last meet leagu rover doubl first win nationwid divis one trip turf moor four season ago thrash claret home soil manag mark hugh win cup four time player aim steer rover second time 12 year first time sinc season success victori home leicest next round could see rover without play premiership opposit burnley make eight mile journey fierc rival determin send blackburn way liverpool third round fail pull anoth shock turf moor could championship outfit 17 place inferior leagu ladder miss best opportun say burnley yet conced goal cup run steve cotteril claret knock fifth round four time last seven year make one appear sixth round 21 year season last dispos premiership fulham fifth round stage blackburn play sinc fifth round tie burnley two leagu away home draw derbi lose preston take winless run four game combat prosper mill town founder member footbal leagu head head 16th prem winner six time 13th championship winner
2,uk need true immigr data former home offic minist call independ bodi set monitor uk immigr barbara roch say organis monitor publish figur independ govern say would counter independ group like migrat watch describ bodi pose independ migrat watch say immigr govern alreadi publish accur figur sir andrew green chairman organis say need independ bodi offic nation statist data accur say oppos immigr grind overcrowd cultur say exampl next 20 year one household three due immigr alreadi overcrowd india four time overcrowd franc ms roch labour mp hornsey wood green believ legal migrat someth welcom say propos mean independ expert like migrat watch come debat point view go would like see bodi actual look figur publish independ govern think would go long way allay fear sometim whip debat
3,london hope chepkemei london marathon organis hop ban athlet susan chepkemei still take part year race 17 april chepkemei suspend competit end year athlet kenya fail report nation train camp watch close say london race director david bedford long way go race hop situat satisfactorili resolv camp embu prepar iaaf world cross countri championship later month chepkemei howev take part finish third last sunday world best 10k race puerto rico finish second paula radcliff 2002 2003 london race well novemb new york citi marathon
2,talk aim avert pension strike talk aim avert seri nation strike pension reform take place weekend five public sector union hold privat talk deputi prime minist john prescott labour spring confer gateshead want govern withdraw regul due introduc week would rais pension age council worker 60 worker could take part strike alreadi earmark 23 march howev side anxiou avoid major confront run gener elect say bbc labour affair correspond stephen cape four day britain biggest union unison start ballot 800 000 local govern worker strike public sector union pledg follow week new regul introduc rais pension age local govern worker five union meet mr prescott want govern withdraw regul would allow month tough negoti follow say correspond spokesman mr prescott warn chang local govern pension scheme would go ahead april privat minist believ less pain option correspond ad public commerci servic union pc coordin industri action six public sector union pc leader mark serwotka warn last week could walkout unless govern rethink govern lectur everyon choic choic public servic choic choic iron say public sector worker choic say want pension promis start must work extra five year work peopl drop 20th centuri complet unaccept unison 800 000 worker transport gener worker union 70 000 amicu 20 000 among ballot 23 march walkout mr prescott hold privat meet senior union figur last week understand deal offer meet room negoti
2,eu fraud clampdown urg eu member state fail report fraud irregular eu fund consist basi uk public spend watchdog say nation audit offic say although latest figur show report fraud fall eu still common definit fraud also express concern 10th year european court auditor qualifi eu account nao urg govern push improv report fraud say member state need account money spend report say member state still report fraud irregular european offic consist basi court qualifi opinion commun account decad essenti author involv contribut strengthen audit eu revenu expenditur improv account financi manag use eu resourc say 922 case report fraud irregular eu fund uk 2003 worth 52m euro 831 case worth time report fraud throughout eu drop 10 276 case worth 8 177 case worth edward leigh chairman common public account committe say britain set exampl assum eu presid fraud member state potenti fraud uk taxpay give second largest net contributor commun say depart respons administ eu fund need make sure everyth possibl weed improp spend govern must take opportun afford uk presid eu press commiss member state take equal robust stanc fraud irregular rais overal standard financi manag spokesman european offic say organis agre nao assess fraud report qualiti report differ member state member state room improv spokesman jorg wojahn say add gener good member state offic specif case fraud statist studi nao provid good overview plan strateg way detect fraud
0,cuba wind back econom clock fidel castro decis ban cash transact us dollar cuba turn spotlight cuba ail economi convers us dollar cuba convert peso 8 novemb subject 10 tax cuban citizen receiv money oversea foreign visitor chang dollar cuba affect critic measur argu step backward reflect cuban presid desir increas control economi clamp privat enterpris live televis broadcast announc measur presid castro chief aid say necessari unit state increas econom aggress ten percent oblig appli exclus dollar virtu situat creat new measur us govern suffoc countri say bush administr take increasingli harsh line cuba recent month presid bush govern strong support trade embargo cuba introduc even tighter restrict cuba may cuban live us limit one visit cuba everi three year send money immedi rel lead expert cuban economi say castro tax plan smack desper econom measur polit gestur think primarili effort rais cash say jose barrionuevo head strategi latin american emerg market barclay capit underscor fact economi bad shape govern look sourc revenu tax hit famili cuban exil hardest benefit money displac rel send home money know remitt amount much 1bn year remain cuba pay tax rel abroad may choos send money currenc subject tax euro increas dollar payment compens howev mani cuban poorest citizen could wors result tax also affect two million tourist visit cuba everi year particularli american continu defi ban travel cuba tourist industri one econom success stori last ten year accord un econom commiss latin america worth 3bn countri tax design provid revenu cuba economi cuba badli need dollar pay essenti item food fuel medicin much cuba basic infrastructur state disrepair recent week cuba suffer seriou power cut decad also water shortag part island cuba economi stag modest recoveri mid 1990 collaps soviet union forc embrac foreign capit decentralis trade permit limit privat enterpris howev declin foreign tourism sinc 2002 period hurrican increas cost import oil put strain economi howev yet see tax provid solut govern econom problem tax could fuel activ black market currenc trade mr barrionuevo say main impact could creat black market typic see countri like venezuela restrict capit say mr barrioneuvo say measur could drop damag effect econom activ intend perman measur sure last long
3,london irish wasp wasp make light absenc sever intern sink london irish trio tri rob hoadley return haunt old club madejski stadium score open tri 43rd minut tom voyc power irish defenc wasp second tri richard birkett go unchalleng mark van gisbergen add 18 point irish repli three penalti mark mapletoft drop goal scott staniforth run consol tri barri everitt replac mapletoft late game add convers becom fourth premiership player reach 1 000 point join jonni wilkinson tim stimpson paul grayson achiev target wasp pile pressur attempt grab fourth tri would secur bonu point deni desper defend irish director rugbi warren gatland reveal harsh word inspir wasp side rais game restart get roast good perform come play instruct say gatland also singl flanker tom ree john hart special prais well back row play fantast rugbi ad london irish coach gari gold felt result expos side lack consist irish trail two point break gold say 55 minut live best get get back full 80 minut gold turn attent next week powergen cup struggl leed get good chanc leed face possibl releg go come fire ad horak staniforth penney nordt bishop mapletoft edward hatley van der walt hardwick kennedi casey gustard dawson murphi replac everitt mapletoft 53 hodgson edward 77 wheatley hatley 71 paic van der walt 60 strudwick kennedi 60 danah gustard 66 reid murphi 47 van gisbergen voyc erinl hoadley robert king richard payn green dowd shaw purdi hart ree dallaglio replac priscott robert 71 green dowd 71 skivington shaw 71 birkett hart 57 get ree 39 use furi brook
